geneID	Sex.Bias.Category	log2FoldChange.Osada	Diff.Splicing.MCabs.vs.MCsim	Diff.Splicing.MCabs.vs.MCcom	Diff.Splicing.MCsim.vs.MCcom
FBgn0004687	Unbiased	-0.0398610908897063	Not Significant	Not Significant	Not Significant
FBgn0004698	Female-biased	-2.17775852312709	Not Significant	Not Significant	Not Significant
FBgn0004795	Female-biased	-2.3232206626626	Not Significant	Not Significant	Not Significant
FBgn0004797	Male-biased	0.832223633336766	Not Significant	Not Significant	Not Significant
FBgn0004811	Female-biased	-1.06437650448072	Not Significant	Not Significant	Significant
FBgn0004828	Female-biased	-0.822795766262988	Not Significant	Not Significant	Not Significant
FBgn0004832	Female-biased	-0.91035405902574	Not Significant	Not Significant	Not Significant
FBgn0004837	Female-biased	-1.31877445737249	Not Significant	Not Significant	Not Significant
FBgn0004838	Female-biased	-1.21831189133835	Not Significant	Not Significant	Significant
FBgn0004852	Male-biased	2.18696406062836	Not Significant	Not Significant	Not Significant
FBgn0004855	Female-biased	-1.58994715631423	Not Significant	Not Significant	Not Significant
FBgn0004856	Female-biased	-1.47260595363929	Not Significant	Not Significant	Not Significant
FBgn0004858	Male-biased	1.95873960127297	Not Significant	Not Significant	Not Significant
FBgn0004859	Male-biased	1.15962271950058	Not Significant	Not Significant	Not Significant
FBgn0004860	Female-biased	-1.73283337867675	Not Significant	Not Significant	Not Significant
FBgn0004861	Male-biased	1.18693562747578	Not Significant	Not Significant	Not Significant
FBgn0004864	Female-biased	-1.67733839002284	Not Significant	Not Significant	Not Significant
FBgn0004867	Female-biased	-1.17917205829845	Not Significant	Not Significant	Not Significant
FBgn0004868	Female-biased	-0.561645332254804	Not Significant	Not Significant	Not Significant
FBgn0004872	Female-biased	-5.61320852799916	Not Significant	Not Significant	Not Significant
FBgn0004875	Female-biased	-1.01354070037248	Not Significant	Not Significant	Not Significant
FBgn0004876	Unbiased	0.462676910429845	Not Significant	Not Significant	Not Significant
FBgn0004880	Male-biased	2.98658854170741	Not Significant	Not Significant	Not Significant
FBgn0004882	Unbiased	-0.141783673870259	Not Significant	Not Significant	Not Significant
FBgn0004885	Male-biased	2.11617491662554	Not Significant	Not Significant	Not Significant
FBgn0004888	Male-biased	0.578384848519673	Not Significant	Not Significant	Not Significant
FBgn0004889	Female-biased	-1.41696309564069	Not Significant	Not Significant	Not Significant
FBgn0004893	Male-biased	1.78830399724643	Not Significant	Not Significant	Not Significant
FBgn0004901	Female-biased	-3.30423827537896	Not Significant	Not Significant	Not Significant
FBgn0004903	Unbiased	0.364036895223214	Not Significant	Not Significant	Not Significant
FBgn0004907	Unbiased	0.433297419767631	Not Significant	Not Significant	Not Significant
FBgn0004908	Unbiased	0.101985986257206	Not Significant	Not Significant	Not Significant
FBgn0004910	Male-biased	1.82365472642968	Not Significant	Not Significant	Not Significant
FBgn0004913	Female-biased	-1.84499330804983	Not Significant	Not Significant	Not Significant
FBgn0004914	Male-biased	0.774771078702683	Not Significant	Not Significant	Not Significant
FBgn0004915	Female-biased	-0.566869040947146	Not Significant	Not Significant	Not Significant
FBgn0004919	Male-biased	2.21414915385386	Not Significant	Not Significant	Not Significant
FBgn0004921	Male-biased	0.634077196750252	Not Significant	Not Significant	Not Significant
FBgn0004926	Female-biased	-0.928474448332074	Not Significant	Not Significant	Not Significant
FBgn0004957	Female-biased	-1.94535622061931	Not Significant	Not Significant	Not Significant
FBgn0004959	Female-biased	-1.07330818766272	Not Significant	Not Significant	Not Significant
FBgn0005198	Female-biased	-0.52586703941807	Not Significant	Not Significant	Not Significant
FBgn0005278	Female-biased	-0.735238841911719	Not Significant	Not Significant	Not Significant
FBgn0005322	Female-biased	-0.848122187257887	Not Significant	Not Significant	Not Significant
FBgn0005386	Female-biased	-0.618457896992201	Not Significant	Not Significant	Not Significant
FBgn0005390	Female-biased	-7.94353843669183	Not Significant	Not Significant	Not Significant
FBgn0005391	Female-biased	-5.39438769096042	Not Significant	Not Significant	Not Significant
FBgn0005411	Female-biased	-1.16691674640335	Not Significant	Not Significant	Not Significant
FBgn0005427	Female-biased	-0.69746695406452	Not Significant	Significant	Not Significant
FBgn0005533	Female-biased	-0.778436185011843	Not Significant	Not Significant	Not Significant
FBgn0005536	Male-biased	0.525678905750986	Not Significant	Not Significant	Not Significant
FBgn0005564	Male-biased	1.61147297530865	Not Significant	Not Significant	Not Significant
FBgn0005585	Unbiased	0.120727294289805	Not Significant	Not Significant	Not Significant
FBgn0005586	Male-biased	2.81032569162375	Not Significant	Not Significant	Not Significant
FBgn0005593	Female-biased	-0.968223349406004	Not Significant	Not Significant	Not Significant
FBgn0005596	Female-biased	-3.07597381153302	Not Significant	Not Significant	Not Significant
FBgn0005612	Male-biased	0.982714446915675	Not Significant	Not Significant	Not Significant
FBgn0005614	Male-biased	3.16823033672459	Not Significant	Not Significant	Not Significant
FBgn0005617	Female-biased	-2.796393939523	Not Significant	Not Significant	Not Significant
FBgn0005624	Female-biased	-2.5469261046357	Not Significant	Not Significant	Not Significant
FBgn0005626	Male-biased	2.81791289155457	Not Significant	Not Significant	Not Significant
FBgn0005631	Male-biased	2.58361335455089	Not Significant	Not Significant	Not Significant
FBgn0005632	Female-biased	-0.701562400587089	Not Significant	Not Significant	Not Significant
FBgn0005633	Male-biased	2.45765052178282	Not Significant	Not Significant	Not Significant
FBgn0005636	Male-biased	3.74454088558474	Not Significant	Not Significant	Not Significant
FBgn0005638	Male-biased	1.49787866822443	Not Significant	Not Significant	Not Significant
FBgn0005640	Unbiased	-0.110605006801249	Not Significant	Not Significant	Not Significant
FBgn0005642	Female-biased	-1.9966499999096	Not Significant	Not Significant	Not Significant
FBgn0005648	Female-biased	-1.45106908295665	Not Significant	Not Significant	Not Significant
FBgn0005649	Female-biased	-1.76288198795243	Not Significant	Not Significant	Not Significant
FBgn0005655	Female-biased	-5.60053056307528	Not Significant	Not Significant	Not Significant
FBgn0005659	Male-biased	2.09361660880299	Not Significant	Not Significant	Not Significant
FBgn0005664	Male-biased	1.7753494548231	Not Significant	Not Significant	Not Significant
FBgn0005666	Male-biased	2.68143481944672	Not Significant	Not Significant	Significant
FBgn0005670	Unbiased	0.35101575949563	Not Significant	Not Significant	Not Significant
FBgn0005671	Unbiased	0.344859522257791	Not Significant	Not Significant	Not Significant
FBgn0005672	Unbiased	0.290806406342837	Not Significant	Not Significant	Not Significant
FBgn0005674	Female-biased	-1.42057053039145	Not Significant	Not Significant	Not Significant
FBgn0005683	Female-biased	-3.22946114830957	Not Significant	Not Significant	Not Significant
FBgn0005694	Female-biased	-1.94767859979107	Not Significant	Not Significant	Not Significant
FBgn0005695	Female-biased	-3.3979968093618	Not Significant	Not Significant	Not Significant
FBgn0005771	Male-biased	1.51442590239526	Not Significant	Not Significant	Not Significant
FBgn0005775	Male-biased	2.93853968917867	Not Significant	Not Significant	Not Significant
FBgn0005777	Female-biased	-1.19831120805565	Not Significant	Not Significant	Not Significant
FBgn0008635	Unbiased	-0.0468768350592496	Not Significant	Not Significant	Not Significant
FBgn0010014	Male-biased	2.52493460592305	Not Significant	Not Significant	Not Significant
FBgn0010015	Male-biased	2.12601846270179	Not Significant	Not Significant	Not Significant
FBgn0010051	Unbiased	0.360825471395965	Not Significant	Not Significant	Not Significant
FBgn0010053	Male-biased	2.26554919727777	Not Significant	Not Significant	Not Significant
FBgn0010078	Female-biased	-0.752742211397146	Not Significant	Not Significant	Not Significant
FBgn0010097	Female-biased	-5.16833354264193	Not Significant	Not Significant	Not Significant
FBgn0010100	Male-biased	1.67868987234538	Not Significant	Not Significant	Not Significant
FBgn0010113	Female-biased	-1.57622003158556	Not Significant	Not Significant	Not Significant
FBgn0010114	Male-biased	2.86742696082084	Not Significant	Not Significant	Not Significant
FBgn0010173	Female-biased	-2.36808163458349	Not Significant	Not Significant	Not Significant
FBgn0010194	Female-biased	-2.60689345165541	Not Significant	Not Significant	Not Significant
FBgn0010198	Female-biased	-0.960787340551656	Not Significant	Not Significant	Not Significant
FBgn0010213	Male-biased	0.706850297526713	Not Significant	Not Significant	Not Significant
FBgn0010217	Male-biased	0.829210427627046	Not Significant	Not Significant	Not Significant
FBgn0010220	Female-biased	-1.11783035390888	Not Significant	Not Significant	Not Significant
FBgn0010222	Male-biased	0.75479155691576	Not Significant	Not Significant	Not Significant
FBgn0010223	Male-biased	1.04455877116669	Not Significant	Not Significant	Not Significant
FBgn0010225	Male-biased	1.74255752924165	Not Significant	Not Significant	Not Significant
FBgn0010226	Male-biased	2.2668559556081	Not Significant	Not Significant	Significant
FBgn0010228	Male-biased	1.17231167225697	Not Significant	Not Significant	Not Significant
FBgn0010235	Female-biased	-0.619907181454684	Not Significant	Not Significant	Not Significant
FBgn0010238	Female-biased	-0.576145694133399	Not Significant	Not Significant	Not Significant
FBgn0010241	Male-biased	1.28017778543282	Not Significant	Not Significant	Not Significant
FBgn0010246	Male-biased	1.03789073191267	Not Significant	Not Significant	Not Significant
FBgn0010247	Female-biased	-1.92555414562194	Not Significant	Not Significant	Not Significant
FBgn0010263	Male-biased	2.61726565293531	Not Significant	Not Significant	Not Significant
FBgn0010265	Female-biased	-0.943529462494194	Not Significant	Not Significant	Not Significant
FBgn0010269	Female-biased	-2.0132402437705	Not Significant	Not Significant	Not Significant
FBgn0010278	Female-biased	-2.97822610427705	Not Significant	Not Significant	Not Significant
FBgn0010280	Female-biased	-0.696235461507132	Not Significant	Not Significant	Not Significant
FBgn0010282	Female-biased	-1.59152475674559	Not Significant	Not Significant	Not Significant
FBgn0010287	Unbiased	-0.277190291240624	Not Significant	Not Significant	Not Significant
FBgn0010288	Unbiased	-0.355515785718405	Not Significant	Not Significant	Not Significant
FBgn0010292	Female-biased	-1.86391225172937	Not Significant	Not Significant	Not Significant
FBgn0010300	Female-biased	-3.70745308097458	Not Significant	Not Significant	Not Significant
FBgn0010303	Female-biased	-1.30470403208295	Not Significant	Not Significant	Not Significant
FBgn0010309	Unbiased	0.0027779602424327	Not Significant	Not Significant	Not Significant
FBgn0010313	Female-biased	-1.47517561558734	Not Significant	Not Significant	Not Significant
FBgn0010314	Female-biased	-3.72409121406057	Not Significant	Not Significant	Not Significant
FBgn0010315	Female-biased	-2.98332819339215	Not Significant	Not Significant	Not Significant
FBgn0010316	Female-biased	-2.4254078613356	Not Significant	Not Significant	Not Significant
FBgn0010317	Female-biased	-4.43970539771765	Not Significant	Not Significant	Not Significant
FBgn0010328	Female-biased	-2.49747896221197	Not Significant	Not Significant	Not Significant
FBgn0010333	Female-biased	-1.14298897828303	Not Significant	Not Significant	Not Significant
FBgn0010339	Female-biased	-1.36031204065562	Not Significant	Not Significant	Not Significant
FBgn0010340	Unbiased	-0.473607663433519	Not Significant	Not Significant	Not Significant
FBgn0010341	Female-biased	-0.672164118003743	Not Significant	Not Significant	Not Significant
FBgn0010342	Female-biased	-4.22824821517173	Not Significant	Not Significant	Not Significant
FBgn0010348	Unbiased	-0.422351359161325	Not Significant	Not Significant	Not Significant
FBgn0010350	Male-biased	0.591081025925032	Not Significant	Not Significant	Not Significant
FBgn0010355	Female-biased	-0.802874305360597	Not Significant	Not Significant	Not Significant
FBgn0010357	Male-biased	0.599022936739688	Not Significant	Not Significant	Not Significant
FBgn0010379	Female-biased	-0.571765920302327	Not Significant	Not Significant	Not Significant
FBgn0010380	Female-biased	-0.981912402720124	Not Significant	Not Significant	Not Significant
FBgn0010382	Female-biased	-4.51059043179897	Not Significant	Not Significant	Not Significant
FBgn0010383	Female-biased	-0.545032987043711	Not Significant	Not Significant	Not Significant
FBgn0010387	Male-biased	2.23930258958664	Not Significant	Not Significant	Not Significant
FBgn0010389	Male-biased	1.77869809829678	Not Significant	Not Significant	Not Significant
FBgn0010391	Unbiased	-0.304055907387129	Not Significant	Not Significant	Not Significant
FBgn0010397	Male-biased	0.876787458686061	Not Significant	Not Significant	Not Significant
FBgn0010398	Female-biased	-2.01375500277914	Not Significant	Not Significant	Not Significant
FBgn0010406	Unbiased	-0.442770877624376	Not Significant	Not Significant	Not Significant
FBgn0010408	Female-biased	-1.04671471078683	Not Significant	Not Significant	Significant
FBgn0010409	Female-biased	-0.939356468228188	Not Significant	Not Significant	Not Significant
FBgn0010411	Female-biased	-0.71189800301408	Not Significant	Not Significant	Not Significant
FBgn0010412	Female-biased	-1.08759974493806	Not Significant	Not Significant	Not Significant
FBgn0010415	Unbiased	0.468208845910263	Not Significant	Not Significant	Significant
FBgn0010416	Female-biased	-1.50841867747918	Not Significant	Not Significant	Not Significant
FBgn0010417	Female-biased	-1.16314144353889	Not Significant	Not Significant	Not Significant
FBgn0010421	Female-biased	-1.84055573227434	Not Significant	Not Significant	Not Significant
FBgn0010422	Female-biased	-1.36766355520546	Not Significant	Not Significant	Not Significant
FBgn0010423	Male-biased	1.63058428868587	Not Significant	Not Significant	Not Significant
FBgn0010424	Male-biased	1.30257419673144	Not Significant	Not Significant	Not Significant
FBgn0010434	Male-biased	1.44302448497715	Not Significant	Not Significant	Not Significant
FBgn0010435	Male-biased	2.61867749293391	Not Significant	Not Significant	Not Significant
FBgn0010438	Female-biased	-1.97243399536639	Not Significant	Not Significant	Not Significant
FBgn0010441	Female-biased	-0.87983912591099	Not Significant	Not Significant	Not Significant
FBgn0010452	Male-biased	0.888468833792491	Not Significant	Not Significant	Not Significant
FBgn0010470	Male-biased	1.20092116783118	Not Significant	Not Significant	Not Significant
FBgn0010473	Male-biased	2.5159367621682	Not Significant	Not Significant	Not Significant
FBgn0010482	Male-biased	2.37647169612004	Not Significant	Not Significant	Significant
FBgn0010488	Female-biased	-0.962946183931398	Not Significant	Not Significant	Not Significant
FBgn0010497	Female-biased	-0.859813283327296	Not Significant	Not Significant	Not Significant
FBgn0010501	Female-biased	-1.91153782078604	Not Significant	Not Significant	Not Significant
FBgn0010516	Unbiased	0.453923919032104	Not Significant	Not Significant	Not Significant
FBgn0010520	Female-biased	-2.0463978263362	Not Significant	Not Significant	Not Significant
FBgn0010531	Unbiased	0.189497229372217	Not Significant	Not Significant	Not Significant
FBgn0010548	Male-biased	1.88462184345496	Not Significant	Not Significant	Not Significant
FBgn0010549	Male-biased	2.19285411663417	Not Significant	Not Significant	Not Significant
FBgn0010551	Female-biased	-0.611398592892544	Not Significant	Not Significant	Not Significant
FBgn0010583	Unbiased	-0.404186370815602	Not Significant	Not Significant	Not Significant
FBgn0010590	Unbiased	-0.12985791582215	Not Significant	Not Significant	Not Significant
FBgn0010591	Unbiased	-0.379418623821794	Not Significant	Not Significant	Not Significant
FBgn0010602	Female-biased	-1.4305806168055	Not Significant	Not Significant	Not Significant
FBgn0010611	Male-biased	0.654111669171669	Not Significant	Not Significant	Not Significant
FBgn0010612	Male-biased	0.987848092489914	Not Significant	Not Significant	Not Significant
FBgn0010620	Unbiased	-0.153628096836598	Not Significant	Not Significant	Not Significant
FBgn0010621	Female-biased	-2.52897930635376	Not Significant	Not Significant	Not Significant
FBgn0010622	Female-biased	-0.73165815490073	Not Significant	Not Significant	Not Significant
FBgn0010638	Unbiased	-0.434219635574634	Not Significant	Not Significant	Not Significant
FBgn0010651	Male-biased	1.61237090813277	Not Significant	Not Significant	Not Significant
FBgn0010660	Female-biased	-1.65624856157759	Not Significant	Not Significant	Not Significant
FBgn0010741	Female-biased	-1.94300239828851	Not Significant	Not Significant	Not Significant
FBgn0010747	Unbiased	0.411511009176856	Not Significant	Not Significant	Not Significant
FBgn0010762	Female-biased	-1.24176923651973	Not Significant	Not Significant	Not Significant
FBgn0010768	Female-biased	-1.719295077372	Not Significant	Not Significant	Not Significant
FBgn0010770	Female-biased	-2.86406683357168	Not Significant	Not Significant	Not Significant
FBgn0010772	Unbiased	0.243251919895391	Not Significant	Not Significant	Not Significant
FBgn0010774	Female-biased	-2.04134673427776	Not Significant	Not Significant	Not Significant
FBgn0010786	Unbiased	-0.36682971185484	Not Significant	Not Significant	Not Significant
FBgn0010803	Female-biased	-0.586467804656651	Not Significant	Not Significant	Not Significant
FBgn0010808	Male-biased	0.558190688896176	Not Significant	Not Significant	Not Significant
FBgn0010812	Unbiased	-0.0942460458786203	Not Significant	Not Significant	Not Significant
FBgn0010825	Female-biased	-1.21776121491933	Not Significant	Not Significant	Significant
FBgn0010830	Female-biased	-1.74948269753412	Not Significant	Not Significant	Not Significant
FBgn0010877	Female-biased	-1.33474478214625	Not Significant	Not Significant	Not Significant
FBgn0010894	Unbiased	0.235786867297482	Not Significant	Not Significant	Not Significant
FBgn0010905	Female-biased	-1.32548103134169	Not Significant	Not Significant	Not Significant
FBgn0010909	Female-biased	-0.894393128675904	Not Significant	Not Significant	Not Significant
FBgn0010926	Female-biased	-2.71357573564466	Not Significant	Not Significant	Not Significant
FBgn0011016	Female-biased	-0.555319112713152	Not Significant	Not Significant	Not Significant
FBgn0011020	Female-biased	-3.13924912151071	Not Significant	Not Significant	Not Significant
FBgn0011202	Unbiased	0.054989381461709	Not Significant	Not Significant	Not Significant
FBgn0011204	Female-biased	-0.843154040603389	Not Significant	Not Significant	Not Significant
FBgn0011205	Male-biased	1.2794326378251	Not Significant	Not Significant	Not Significant
FBgn0011207	Female-biased	-0.964495918392833	Not Significant	Not Significant	Not Significant
FBgn0011211	Male-biased	0.715019462218483	Not Significant	Not Significant	Not Significant
FBgn0011217	Unbiased	-0.283232792596639	Not Significant	Not Significant	Not Significant
FBgn0011224	Unbiased	-0.475203592517385	Not Significant	Significant	Not Significant
FBgn0011225	Male-biased	1.6489215363579	Not Significant	Not Significant	Significant
FBgn0011227	Male-biased	1.4052930920344	Not Significant	Not Significant	Not Significant
FBgn0011230	Male-biased	0.657759416349887	Not Significant	Not Significant	Not Significant
FBgn0011232	Female-biased	-1.47538156222857	Not Significant	Not Significant	Not Significant
FBgn0011236	Female-biased	-1.36526975265898	Not Significant	Not Significant	Not Significant
FBgn0011259	Unbiased	0.365152926393174	Not Significant	Not Significant	Not Significant
FBgn0011260	Female-biased	-2.26029974253783	Not Significant	Not Significant	Not Significant
FBgn0011272	Female-biased	-0.961158973040416	Not Significant	Not Significant	Not Significant
FBgn0011274	Male-biased	2.06422936804723	Not Significant	Not Significant	Not Significant
FBgn0011280	Male-biased	2.72615406089925	Not Significant	Not Significant	Not Significant
FBgn0011284	Female-biased	-0.950751954477617	Not Significant	Not Significant	Not Significant
FBgn0011286	Male-biased	2.82374710319072	Not Significant	Not Significant	Not Significant
FBgn0011288	Male-biased	2.96757401454411	Not Significant	Not Significant	Not Significant
FBgn0011289	Female-biased	-0.649676272451002	Not Significant	Not Significant	Not Significant
FBgn0011290	Female-biased	-1.60199697358985	Not Significant	Not Significant	Not Significant
FBgn0011291	Female-biased	-1.07829793221002	Not Significant	Not Significant	Not Significant
FBgn0011296	Male-biased	2.1042949693485	Not Significant	Not Significant	Not Significant
FBgn0011297	Female-biased	-1.00406226024313	Not Significant	Not Significant	Not Significant
FBgn0011300	Female-biased	-0.63913094264098	Not Significant	Not Significant	Not Significant
FBgn0011305	Unbiased	-0.467107637755393	Not Significant	Not Significant	Not Significant
FBgn0011327	Unbiased	0.00428055714886553	Not Significant	Not Significant	Not Significant
FBgn0011335	Female-biased	-1.36646633788042	Not Significant	Not Significant	Not Significant
FBgn0011336	Male-biased	0.78622449862041	Not Significant	Not Significant	Not Significant
FBgn0011361	Unbiased	0.434252370373837	Not Significant	Not Significant	Not Significant
FBgn0011455	Male-biased	1.07626868389264	Not Significant	Not Significant	Not Significant
FBgn0011474	Female-biased	-2.71417634066383	Not Significant	Not Significant	Not Significant
FBgn0011509	Female-biased	-1.17401486080773	Not Significant	Not Significant	Not Significant
FBgn0011566	Female-biased	-1.52090724631954	Not Significant	Not Significant	Not Significant
FBgn0011570	Female-biased	-1.34228387771912	Not Significant	Not Significant	Not Significant
FBgn0011581	Male-biased	3.76135108467547	Not Significant	Not Significant	Not Significant
FBgn0011584	Male-biased	1.02580501003227	Not Significant	Not Significant	Not Significant
FBgn0011586	Female-biased	-1.66664102085907	Not Significant	Not Significant	Not Significant
FBgn0011591	Unbiased	0.380950464910039	Not Significant	Not Significant	Not Significant
FBgn0011592	Unbiased	-0.364914796143738	Not Significant	Not Significant	Not Significant
FBgn0011603	Male-biased	2.06896759475727	Not Significant	Not Significant	Not Significant
FBgn0011604	Female-biased	-0.938680288236481	Not Significant	Not Significant	Not Significant
FBgn0011606	Unbiased	0.0313340025166844	Not Significant	Not Significant	Not Significant
FBgn0011638	Female-biased	-2.45651819905035	Not Significant	Not Significant	Not Significant
FBgn0011640	Female-biased	-1.38299865790386	Not Significant	Not Significant	Significant
FBgn0011642	Unbiased	0.328328417491546	Not Significant	Not Significant	Not Significant
FBgn0011648	Female-biased	-1.26859510033171	Not Significant	Not Significant	Not Significant
FBgn0011655	Female-biased	-1.03694982590436	Not Significant	Not Significant	Not Significant
FBgn0011656	Male-biased	0.717832444009411	Not Significant	Not Significant	Not Significant
FBgn0011659	Female-biased	-3.00886215334793	Not Significant	Not Significant	Not Significant
FBgn0011660	Female-biased	-1.98810709821631	Not Significant	Not Significant	Not Significant
FBgn0011661	Female-biased	-0.53167929136936	Not Significant	Not Significant	Not Significant
FBgn0011666	Female-biased	-1.70569525238313	Not Significant	Not Significant	Not Significant
FBgn0011672	Female-biased	-0.511281977772708	Not Significant	Not Significant	Not Significant
FBgn0011692	Female-biased	-3.98716770810468	Not Significant	Not Significant	Not Significant
FBgn0011693	Male-biased	3.73387547925064	Not Significant	Not Significant	Not Significant
FBgn0011695	Male-biased	3.17814927472516	Not Significant	Not Significant	Not Significant
FBgn0011701	Male-biased	2.57592823555402	Not Significant	Not Significant	Not Significant
FBgn0011703	Female-biased	-6.66920866594645	Not Significant	Not Significant	Not Significant
FBgn0011704	Female-biased	-5.57827317681831	Not Significant	Not Significant	Not Significant
FBgn0011705	Female-biased	-1.93304931769456	Not Significant	Not Significant	Not Significant
FBgn0011708	Unbiased	-0.117768456744987	Not Significant	Not Significant	Not Significant
FBgn0011710	Female-biased	-2.15798205248404	Not Significant	Not Significant	Not Significant
FBgn0011715	Female-biased	-2.50360693346519	Not Significant	Not Significant	Not Significant
FBgn0011722	Male-biased	1.75627380498038	Not Significant	Not Significant	Not Significant
FBgn0011725	Male-biased	0.934976281921415	Not Significant	Not Significant	Not Significant
FBgn0011726	Female-biased	-1.58596219431433	Not Significant	Not Significant	Not Significant
FBgn0011737	Unbiased	0.387711886104288	Not Significant	Not Significant	Not Significant
FBgn0011739	Female-biased	-0.865937475104873	Not Significant	Not Significant	Not Significant
FBgn0011740	Unbiased	-0.380646566477189	Not Significant	Not Significant	Not Significant
FBgn0011742	Female-biased	-1.11516685842046	Not Significant	Not Significant	Not Significant
FBgn0011745	Female-biased	-0.70976541435197	Not Significant	Not Significant	Not Significant
FBgn0011746	Male-biased	2.46197131147888	Not Significant	Not Significant	Not Significant
FBgn0011754	Male-biased	0.965701961458633	Not Significant	Not Significant	Not Significant
FBgn0011761	Female-biased	-5.29464119723531	Not Significant	Not Significant	Not Significant
FBgn0011762	Female-biased	-3.91584692539573	Not Significant	Not Significant	Not Significant
FBgn0011763	Female-biased	-1.89839933246032	Not Significant	Not Significant	Not Significant
FBgn0011766	Female-biased	-1.05227253867168	Not Significant	Not Significant	Not Significant
FBgn0011768	Female-biased	-0.650326898203536	Not Significant	Not Significant	Not Significant
FBgn0011769	Unbiased	-0.456722694620629	Not Significant	Not Significant	Not Significant
FBgn0011771	Female-biased	-1.07930769151519	Not Significant	Not Significant	Not Significant
FBgn0011774	Female-biased	-3.10631893745041	Not Significant	Not Significant	Not Significant
FBgn0011785	Female-biased	-1.48292182862428	Not Significant	Not Significant	Not Significant
FBgn0011787	Female-biased	-1.84678092739165	Not Significant	Not Significant	Not Significant
FBgn0011802	Female-biased	-2.17768627625707	Not Significant	Not Significant	Not Significant
FBgn0011817	Unbiased	0.128785056375976	Not Significant	Not Significant	Not Significant
FBgn0011818	Female-biased	-1.55025638981027	Not Significant	Not Significant	Not Significant
FBgn0011824	Female-biased	-2.35063619828247	Not Significant	Not Significant	Not Significant
FBgn0011826	Female-biased	-1.64478769497827	Not Significant	Not Significant	Not Significant
FBgn0011836	Female-biased	-1.66486532105535	Not Significant	Not Significant	Not Significant
FBgn0012034	Male-biased	1.81586819120172	Not Significant	Not Significant	Not Significant
FBgn0012036	Male-biased	1.08058517647809	Not Significant	Not Significant	Not Significant
FBgn0012037	Male-biased	1.62687995113036	Not Significant	Not Significant	Not Significant
FBgn0012051	Male-biased	0.844894081174075	Not Significant	Not Significant	Not Significant
FBgn0012058	Unbiased	-0.198341581270269	Not Significant	Not Significant	Not Significant
FBgn0013269	Female-biased	-3.7910199942169	Not Significant	Not Significant	Not Significant
FBgn0013272	Male-biased	1.26945239347838	Not Significant	Not Significant	Not Significant
FBgn0013305	Male-biased	0.925170652016362	Not Significant	Not Significant	Not Significant
FBgn0013307	Unbiased	0.350046714551922	Not Significant	Not Significant	Not Significant
FBgn0013325	Female-biased	-0.69760520663769	Not Significant	Not Significant	Not Significant
FBgn0013334	Male-biased	1.17155339883546	Not Significant	Not Significant	Not Significant
FBgn0013342	Male-biased	2.91431565328926	Not Significant	Not Significant	Not Significant
FBgn0013347	Female-biased	-0.860231604572442	Not Significant	Not Significant	Not Significant
FBgn0013348	Male-biased	3.16316226679661	Not Significant	Not Significant	Not Significant
FBgn0013432	Female-biased	-1.10851116190889	Not Significant	Not Significant	Not Significant
FBgn0013435	Female-biased	-1.31209069093426	Not Significant	Not Significant	Not Significant
FBgn0013467	Male-biased	2.77863015059909	Not Significant	Not Significant	Not Significant
FBgn0013469	Male-biased	1.52508803609099	Not Significant	Not Significant	Not Significant
FBgn0013548	Female-biased	-4.5452321078224	Not Significant	Not Significant	Not Significant
FBgn0013576	Unbiased	0.22786261744066	Not Significant	Not Significant	Not Significant
FBgn0013717	Female-biased	-1.83084337296034	Not Significant	Not Significant	Not Significant
FBgn0013718	Unbiased	0.0247327051257464	Not Significant	Significant	Not Significant
FBgn0013720	Female-biased	-0.927897384037378	Not Significant	Not Significant	Not Significant
FBgn0013726	Female-biased	-2.64730494820931	Not Significant	Not Significant	Not Significant
FBgn0013732	Female-biased	-4.63044102424321	Not Significant	Not Significant	Not Significant
FBgn0013733	Male-biased	2.19040503641106	Not Significant	Not Significant	Not Significant
FBgn0013746	Female-biased	-1.12199329268615	Not Significant	Not Significant	Not Significant
FBgn0013749	Female-biased	-0.673136620955939	Not Significant	Not Significant	Not Significant
FBgn0013750	Female-biased	-0.516221881319193	Not Significant	Not Significant	Not Significant
FBgn0013756	Female-biased	-2.47221161427078	Not Significant	Not Significant	Not Significant
FBgn0013762	Female-biased	-0.686348431535289	Not Significant	Not Significant	Not Significant
FBgn0013763	Male-biased	0.756938087761434	Not Significant	Not Significant	Not Significant
FBgn0013764	Female-biased	-1.18680696308854	Not Significant	Not Significant	Not Significant
FBgn0013765	Male-biased	0.878668202577616	Not Significant	Not Significant	Not Significant
FBgn0013771	Male-biased	1.41434135561022	Not Significant	Not Significant	Not Significant
FBgn0013772	Male-biased	3.30583079605222	Not Significant	Not Significant	Not Significant
FBgn0013799	Female-biased	-0.953120501682287	Not Significant	Not Significant	Not Significant
FBgn0013949	Male-biased	0.944776574376442	Not Significant	Not Significant	Not Significant
FBgn0013953	Female-biased	-1.79473572435079	Not Significant	Not Significant	Not Significant
FBgn0013954	Female-biased	-0.872643285275498	Not Significant	Not Significant	Not Significant
FBgn0013972	Male-biased	2.26189081715581	Not Significant	Not Significant	Not Significant
FBgn0013981	Unbiased	0.0198792477558117	Not Significant	Not Significant	Not Significant
FBgn0013983	Male-biased	1.32562171020504	Not Significant	Not Significant	Not Significant
FBgn0013987	Unbiased	-0.447288838127868	Not Significant	Not Significant	Not Significant
